,PROD_CD,SLSMAN_CD,PLAN_MONTH,PLAN_YEAR,TARGET_IN_EA,ACH_IN_EA
10411,PROD_43,SLSMAN_82,12,2019,"14,832","14,108"
10154,PROD_61,SLSMAN_80,10,2019,"2,310","1,851"
957,PROD_19,SLSMAN_7,10,2019,"2,184","2,430"
8220,PROD_61,SLSMAN_58,12,2019,"6,510",0
22473,PROD_18,SLSMAN_172,10,2019,"2,232","2,797"
14045,PROD_43,SLSMAN_106,11,2019,0,"6,500"
9135,PROD_31,SLSMAN_68,1,2020,400,0
20334,PROD_35,SLSMAN_156,1,2020,"2,592",0
7088,PROD_15,SLSMAN_50,11,2019,396,871
17228,PROD_76,SLSMAN_128,10,2019,0,213
11896,PROD_81,SLSMAN_92,11,2019,96,75
10999,PROD_45,SLSMAN_86,10,2019,288,"1,381"
18842,PROD_50,SLSMAN_141,1,2020,"63,456",0
23547,PROD_38,SLSMAN_181,12,2019,144,163
13325,PROD_22,SLSMAN_102,11,2019,"18,800","22,979"
22808,PROD_27,SLSMAN_174,12,2019,72,37
365,PROD_31,SLSMAN_3,11,2019,800,"12,100"
26663,PROD_51,SLSMAN_208,1,2020,"1,344",0
13031,PROD_28,SLSMAN_100,12,2019,18,2
2335,PROD_81,SLSMAN_15,1,2020,120,0
13950,PROD_3,SLSMAN_106,10,2019,40,0
19938,PROD_16,SLSMAN_152,11,2019,"5,616","1,672"
15551,PROD_80,SLSMAN_116,11,2019,0,3
17953,PROD_15,SLSMAN_134,11,2019,"6,528","5,175"
26592,PROD_21,SLSMAN_208,1,2020,12,0
15976,PROD_3,SLSMAN_121,11,2019,40,0
19811,PROD_34,SLSMAN_150,11,2019,0,0
25453,PROD_86,SLSMAN_194,12,2019,0,130
5875,PROD_42,SLSMAN_42,10,2019,72,66
11423,PROD_37,SLSMAN_89,10,2019,504,497
756,PROD_5,SLSMAN_6,10,2019,240,308
4844,PROD_31,SLSMAN_35,12,2019,"12,800","12,460"
16424,PROD_81,SLSMAN_123,11,2019,0,216
8438,PROD_81,SLSMAN_60,10,2019,192,345
13344,PROD_28,SLSMAN_102,10,2019,6,0
6459,PROD_17,SLSMAN_46,11,2019,"12,672","3,222"
691,PROD_39,SLSMAN_5,12,2019,216,119
15624,PROD_27,SLSMAN_117,10,2019,108,51
6117,PROD_14,SLSMAN_44,11,2019,"19,620","18,168"
5849,PROD_27,SLSMAN_42,10,2019,72,71
2612,PROD_51,SLSMAN_17,1,2020,"3,264",0
19430,PROD_28,SLSMAN_146,10,2019,0,23
10281,PROD_50,SLSMAN_81,10,2019,"18,768","11,634"
11498,PROD_11,SLSMAN_90,12,2019,828,831
5511,PROD_16,SLSMAN_40,1,2020,"6,408",0
15401,PROD_19,SLSMAN_115,10,2019,"1,848","1,540"
21201,PROD_62,SLSMAN_162,11,2019,"1,470","1,111"
16935,PROD_14,SLSMAN_127,1,2020,"24,804",0
13920,PROD_59,SLSMAN_105,1,2020,210,0
18010,PROD_37,SLSMAN_134,12,2019,108,81
2377,PROD_18,SLSMAN_16,10,2019,504,448
11639,PROD_15,SLSMAN_91,11,2019,540,585
15694,PROD_61,SLSMAN_117,11,2019,"4,494","3,385"
2996,PROD_83,SLSMAN_19,12,2019,0,"7,789"
17721,PROD_5,SLSMAN_132,1,2020,240,0
20325,PROD_27,SLSMAN_156,10,2019,792,815
13634,PROD_14,SLSMAN_104,11,2019,"20,520","17,685"
23771,PROD_81,SLSMAN_182,11,2019,120,106
20202,PROD_56,SLSMAN_154,12,2019,108,97
9156,PROD_37,SLSMAN_68,10,2019,36,28
16666,PROD_31,SLSMAN_125,10,2019,"7,200",741
3136,PROD_33,SLSMAN_21,12,2019,684,602
3678,PROD_11,SLSMAN_27,10,2019,180,322
2328,PROD_74,SLSMAN_15,11,2019,0,0
3055,PROD_3,SLSMAN_21,11,2019,120,2
16108,PROD_62,SLSMAN_121,12,2019,"8,652","2,578"
16091,PROD_56,SLSMAN_121,11,2019,324,80
22405,PROD_58,SLSMAN_171,10,2019,"12,768","11,982"
1658,PROD_38,SLSMAN_11,11,2019,252,206
25196,PROD_22,SLSMAN_193,10,2019,"2,800","1,046"
16549,PROD_48,SLSMAN_124,10,2019,120,0
10714,PROD_47,SLSMAN_84,10,2019,408,209
3135,PROD_33,SLSMAN_21,11,2019,792,239
15185,PROD_62,SLSMAN_113,12,2019,0,129
18706,PROD_33,SLSMAN_140,10,2019,432,216
27566,PROD_37,SLSMAN_214,12,2019,36,68
26437,PROD_25,SLSMAN_206,12,2019,216,179
14187,PROD_36,SLSMAN_107,10,2019,24,8
15641,PROD_35,SLSMAN_117,11,2019,"13,152","12,575"
19981,PROD_32,SLSMAN_152,12,2019,888,816
18843,PROD_50,SLSMAN_141,10,2019,"63,072","38,488"
14579,PROD_3,SLSMAN_110,11,2019,40,0
15613,PROD_23,SLSMAN_117,11,2019,72,54
5127,PROD_38,SLSMAN_37,1,2020,864,0
21374,PROD_5,SLSMAN_164,10,2019,80,83
7097,PROD_18,SLSMAN_50,11,2019,24,6
9090,PROD_14,SLSMAN_68,10,2019,"11,988","16,042"
22366,PROD_37,SLSMAN_171,10,2019,252,152
19925,PROD_13,SLSMAN_152,10,2019,"4,068","3,387"
4616,PROD_59,SLSMAN_33,1,2020,966,0
1577,PROD_5,SLSMAN_11,11,2019,160,131
5824,PROD_17,SLSMAN_42,12,2019,"21,672",0
12174,PROD_62,SLSMAN_94,12,2019,"29,820",0
7228,PROD_45,SLSMAN_51,1,2020,"2,064",0
9390,PROD_62,SLSMAN_70,12,2019,"7,266",0
4035,PROD_82,SLSMAN_29,12,2019,0,"2,066"
2719,PROD_26,SLSMAN_18,10,2019,96,65
23320,PROD_19,SLSMAN_180,12,2019,"31,080","42,899"
2977,PROD_62,SLSMAN_19,10,2019,"7,476","8,223"
12639,PROD_84,SLSMAN_97,12,2019,0,39
1159,PROD_35,SLSMAN_8,11,2019,"8,448","8,702"
19232,PROD_19,SLSMAN_144,12,2019,"3,192","1,948"
21784,PROD_52,SLSMAN_166,11,2019,400,0
21820,PROD_81,SLSMAN_166,10,2019,168,79
23499,PROD_22,SLSMAN_181,10,2019,"4,000","1,980"
2322,PROD_62,SLSMAN_15,12,2019,0,636
19768,PROD_17,SLSMAN_150,11,2019,"6,120","1,843"
9052,PROD_22,SLSMAN_67,11,2019,0,250
9427,PROD_23,SLSMAN_71,12,2019,0,37
27959,PROD_27,SLSMAN_217,1,2020,72,0
27463,PROD_59,SLSMAN_213,10,2019,462,388
11717,PROD_59,SLSMAN_91,1,2020,"11,004",0
22368,PROD_37,SLSMAN_171,12,2019,216,145
3355,PROD_45,SLSMAN_23,12,2019,528,203
26908,PROD_19,SLSMAN_210,1,2020,504,0
16904,PROD_81,SLSMAN_126,10,2019,0,147
11983,PROD_36,SLSMAN_93,12,2019,24,4
25623,PROD_16,SLSMAN_196,12,2019,"5,688","1,708"
27940,PROD_19,SLSMAN_217,10,2019,"4,872","4,501"
24707,PROD_16,SLSMAN_190,10,2019,0,"1,668"
18539,PROD_28,SLSMAN_139,1,2020,18,0
23423,PROD_59,SLSMAN_180,12,2019,"1,848","1,526"
16868,PROD_47,SLSMAN_126,11,2019,"1,536","1,783"
7821,PROD_27,SLSMAN_56,12,2019,0,19
8944,PROD_25,SLSMAN_66,12,2019,360,307
21230,PROD_10,SLSMAN_163,10,2019,0,59
14432,PROD_11,SLSMAN_109,12,2019,72,41
15921,PROD_83,SLSMAN_119,12,2019,0,"2,633"
23409,PROD_54,SLSMAN_180,10,2019,48,0
24669,PROD_74,SLSMAN_189,10,2019,0,730
12991,PROD_15,SLSMAN_100,1,2020,"4,188",0
23557,PROD_43,SLSMAN_181,11,2019,0,"7,957"
17821,PROD_47,SLSMAN_132,10,2019,"2,064","1,281"
26460,PROD_35,SLSMAN_206,11,2019,"10,560","10,776"
28288,PROD_8,SLSMAN_225,12,2019,0,8
10373,PROD_26,SLSMAN_82,11,2019,240,94
28018,PROD_56,SLSMAN_217,12,2019,72,79
12374,PROD_17,SLSMAN_96,11,2019,"17,712","3,497"
26689,PROD_62,SLSMAN_208,12,2019,0,286
18821,PROD_22,SLSMAN_141,11,2019,"5,200","12,240"
18061,PROD_61,SLSMAN_134,11,2019,"3,570","1,483"
4690,PROD_23,SLSMAN_34,11,2019,72,86
6257,PROD_84,SLSMAN_44,12,2019,0,43
21448,PROD_39,SLSMAN_164,1,2020,396,0
8439,PROD_81,SLSMAN_60,11,2019,192,267
16838,PROD_35,SLSMAN_126,11,2019,"7,776","10,356"
20516,PROD_31,SLSMAN_158,12,2019,0,120
22002,PROD_14,SLSMAN_169,11,2019,"27,828","26,589"
11488,PROD_84,SLSMAN_89,12,2019,0,396
10749,PROD_80,SLSMAN_84,12,2019,216,108
22679,PROD_37,SLSMAN_173,12,2019,144,174
27064,PROD_14,SLSMAN_211,11,2019,"54,972","47,310"
12679,PROD_19,SLSMAN_98,1,2020,"2,688",0
17713,PROD_83,SLSMAN_131,1,2020,"3,486",0
17171,PROD_37,SLSMAN_128,12,2019,108,129
23302,PROD_14,SLSMAN_180,11,2019,"35,136","28,298"
26273,PROD_26,SLSMAN_204,12,2019,300,149
8569,PROD_35,SLSMAN_62,11,2019,"5,376","5,232"
7344,PROD_31,SLSMAN_52,12,2019,0,150
2121,PROD_38,SLSMAN_14,11,2019,144,224
9780,PROD_39,SLSMAN_75,11,2019,0,248
4944,PROD_17,SLSMAN_36,11,2019,"36,792","14,268"
8392,PROD_44,SLSMAN_60,10,2019,0,0
17532,PROD_58,SLSMAN_130,11,2019,"17,808","19,272"
5836,PROD_22,SLSMAN_42,12,2019,"2,400",0
15337,PROD_62,SLSMAN_114,10,2019,"3,444","3,779"
22826,PROD_36,SLSMAN_174,11,2019,72,39
18715,PROD_36,SLSMAN_140,11,2019,24,13
16872,PROD_50,SLSMAN_126,1,2020,"23,856",0
18810,PROD_15,SLSMAN_141,1,2020,348,0
27195,PROD_81,SLSMAN_211,12,2019,96,0
17865,PROD_81,SLSMAN_132,1,2020,600,0
27660,PROD_17,SLSMAN_215,11,2019,"2,160","1,275"
11591,PROD_59,SLSMAN_90,1,2020,"5,166",0
6779,PROD_18,SLSMAN_48,11,2019,"19,980","3,931"
24148,PROD_16,SLSMAN_185,11,2019,"1,584",363
8318,PROD_18,SLSMAN_60,12,2019,"3,048",0
22635,PROD_19,SLSMAN_173,12,2019,"5,544","4,023"
23551,PROD_39,SLSMAN_181,12,2019,252,140
10728,PROD_58,SLSMAN_84,10,2019,"9,912","11,932"
2513,PROD_11,SLSMAN_17,12,2019,216,133
19990,PROD_36,SLSMAN_152,1,2020,24,0
11556,PROD_38,SLSMAN_90,10,2019,"3,132","2,295"
3207,PROD_81,SLSMAN_21,11,2019,0,173
16654,PROD_25,SLSMAN_125,10,2019,684,412
13003,PROD_18,SLSMAN_100,12,2019,0,0
9319,PROD_32,SLSMAN_70,12,2019,"2,712","2,228"
1229,PROD_81,SLSMAN_8,11,2019,120,0
14291,PROD_16,SLSMAN_108,12,2019,936,994
3042,PROD_61,SLSMAN_20,11,2019,0,69
53,PROD_25,SLSMAN_1,1,2020,468,0
1463,PROD_22,SLSMAN_10,1,2020,"24,400",0
14225,PROD_54,SLSMAN_107,12,2019,12,0
1742,PROD_11,SLSMAN_12,12,2019,180,222
15137,PROD_38,SLSMAN_113,11,2019,216,275
5314,PROD_59,SLSMAN_38,11,2019,924,622
20743,PROD_76,SLSMAN_159,10,2019,0,721
13049,PROD_36,SLSMAN_100,11,2019,0,13
14773,PROD_19,SLSMAN_111,12,2019,"1,512",914
14285,PROD_15,SLSMAN_108,1,2020,"1,728",0
14580,PROD_3,SLSMAN_110,12,2019,40,0
18205,PROD_43,SLSMAN_136,12,2019,"7,164","8,038"
9860,PROD_38,SLSMAN_76,10,2019,288,213
23277,PROD_80,SLSMAN_179,11,2019,0,30
25680,PROD_42,SLSMAN_196,1,2020,72,0
10168,PROD_82,SLSMAN_80,11,2019,0,913
21887,PROD_27,SLSMAN_168,11,2019,144,74
27723,PROD_43,SLSMAN_215,11,2019,0,"1,589"
25419,PROD_59,SLSMAN_194,10,2019,"1,470",947
14161,PROD_25,SLSMAN_107,12,2019,432,384
6120,PROD_15,SLSMAN_44,10,2019,"7,692","7,966"
4030,PROD_80,SLSMAN_29,10,2019,"1,416",308
10993,PROD_42,SLSMAN_86,10,2019,216,139
14283,PROD_14,SLSMAN_108,11,2019,"11,448","8,931"
19693,PROD_62,SLSMAN_148,10,2019,"9,744","2,722"
16502,PROD_27,SLSMAN_124,1,2020,324,0
11161,PROD_56,SLSMAN_87,10,2019,180,0
23167,PROD_35,SLSMAN_178,10,2019,"7,488","8,725"
27945,PROD_22,SLSMAN_217,11,2019,"22,800","26,992"
20001,PROD_38,SLSMAN_152,12,2019,324,234
2113,PROD_36,SLSMAN_14,11,2019,24,27
14626,PROD_25,SLSMAN_110,1,2020,324,0
14012,PROD_32,SLSMAN_106,1,2020,"1,212",0
11803,PROD_25,SLSMAN_92,10,2019,"1,188","1,481"
4409,PROD_35,SLSMAN_32,12,2019,"3,456","3,295"
26956,PROD_37,SLSMAN_210,1,2020,144,0
16953,PROD_18,SLSMAN_127,11,2019,492,218
14277,PROD_13,SLSMAN_108,1,2020,"1,944",0
2573,PROD_35,SLSMAN_17,11,2019,"10,944","13,177"
24487,PROD_39,SLSMAN_187,12,2019,0,30
9984,PROD_50,SLSMAN_79,12,2019,"29,520","11,026"
12896,PROD_38,SLSMAN_99,1,2020,108,0
21224,PROD_3,SLSMAN_163,11,2019,40,0
879,PROD_54,SLSMAN_6,1,2020,60,0
14668,PROD_39,SLSMAN_110,11,2019,216,401
5164,PROD_59,SLSMAN_37,12,2019,"2,142","1,086"
19799,PROD_31,SLSMAN_150,10,2019,800,201
6922,PROD_12,SLSMAN_49,12,2019,0,72
26006,PROD_83,SLSMAN_198,11,2019,0,"1,334"
3268,PROD_15,SLSMAN_23,11,2019,"6,276","6,192"
17401,PROD_1,SLSMAN_130,11,2019,0,6
15329,PROD_58,SLSMAN_114,11,2019,"15,960","17,652"
5369,PROD_17,SLSMAN_39,1,2020,"11,700",0
7148,PROD_62,SLSMAN_50,1,2020,"13,818",0
17711,PROD_82,SLSMAN_131,11,2019,0,"1,711"
14439,PROD_14,SLSMAN_109,11,2019,"26,712","15,946"
7328,PROD_23,SLSMAN_52,11,2019,36,43
7888,PROD_62,SLSMAN_56,10,2019,"1,680",724
8955,PROD_31,SLSMAN_66,11,2019,400,53
22641,PROD_23,SLSMAN_173,10,2019,108,114
6732,PROD_81,SLSMAN_47,12,2019,480,"1,295"
12548,PROD_26,SLSMAN_97,10,2019,12,0
26651,PROD_45,SLSMAN_208,1,2020,576,0
3672,PROD_5,SLSMAN_27,11,2019,480,379
23210,PROD_56,SLSMAN_178,11,2019,684,469
5113,PROD_31,SLSMAN_37,12,2019,"16,000","22,620"
18086,PROD_5,SLSMAN_135,11,2019,0,15
24352,PROD_35,SLSMAN_186,1,2020,"12,576",0
5165,PROD_61,SLSMAN_37,1,2020,"6,552",0
15206,PROD_4,SLSMAN_114,12,2019,40,0
6401,PROD_59,SLSMAN_45,12,2019,"1,596",678
6744,PROD_5,SLSMAN_48,1,2020,320,0
15689,PROD_59,SLSMAN_117,10,2019,"1,008",444
13794,PROD_11,SLSMAN_105,10,2019,216,266
2695,PROD_16,SLSMAN_18,10,2019,0,"1,000"
13,PROD_11,SLSMAN_1,10,2019,432,356
20941,PROD_17,SLSMAN_161,12,2019,"11,916",0
21174,PROD_47,SLSMAN_162,10,2019,600,516
414,PROD_51,SLSMAN_3,12,2019,0,"10,398"
27946,PROD_22,SLSMAN_217,12,2019,"31,200","22,828"
22106,PROD_62,SLSMAN_169,11,2019,"5,292","4,072"
10750,PROD_81,SLSMAN_84,1,2020,24,0
15567,PROD_5,SLSMAN_117,12,2019,240,205
26848,PROD_62,SLSMAN_209,12,2019,0,7
26936,PROD_27,SLSMAN_210,1,2020,144,0
23657,PROD_19,SLSMAN_182,1,2020,"25,200",0
19945,PROD_18,SLSMAN_152,10,2019,"3,516","3,874"
7585,PROD_62,SLSMAN_53,12,2019,"4,578",0
25383,PROD_37,SLSMAN_194,11,2019,108,90
13672,PROD_25,SLSMAN_104,11,2019,324,319
18460,PROD_77,SLSMAN_138,11,2019,0,30
6566,PROD_62,SLSMAN_46,10,2019,"5,502","2,876"
19608,PROD_26,SLSMAN_148,1,2020,312,0
8252,PROD_19,SLSMAN_59,11,2019,0,445
27165,PROD_56,SLSMAN_211,11,2019,684,732
17520,PROD_51,SLSMAN_130,1,2020,"3,684",0
10517,PROD_26,SLSMAN_83,11,2019,324,72
23970,PROD_13,SLSMAN_184,12,2019,"3,096","3,067"
25137,PROD_80,SLSMAN_192,12,2019,768,242
16149,PROD_15,SLSMAN_122,10,2019,"2,868","3,174"
18136,PROD_14,SLSMAN_136,12,2019,"20,376","19,617"
11710,PROD_50,SLSMAN_91,11,2019,"68,976","73,053"
7234,PROD_47,SLSMAN_51,11,2019,"4,560","2,681"
12868,PROD_27,SLSMAN_99,12,2019,108,77
14907,PROD_14,SLSMAN_112,10,2019,"22,068","25,260"
16146,PROD_14,SLSMAN_122,11,2019,"13,860","14,371"
13730,PROD_47,SLSMAN_104,11,2019,"1,392","2,041"
8578,PROD_37,SLSMAN_62,12,2019,72,56
7945,PROD_19,SLSMAN_57,10,2019,672,466
1073,PROD_81,SLSMAN_7,10,2019,48,0
26883,PROD_11,SLSMAN_210,10,2019,180,269
20572,PROD_58,SLSMAN_158,10,2019,"1,512","1,591"
5010,PROD_50,SLSMAN_36,1,2020,"40,704",0
8283,PROD_5,SLSMAN_60,1,2020,320,0
3933,PROD_18,SLSMAN_29,12,2019,444,0
12424,PROD_37,SLSMAN_96,1,2020,288,0
17575,PROD_11,SLSMAN_131,11,2019,324,255
27476,PROD_67,SLSMAN_213,10,2019,0,55
25804,PROD_31,SLSMAN_197,10,2019,"12,000","16,300"
12804,PROD_5,SLSMAN_99,11,2019,320,197
25763,PROD_16,SLSMAN_197,1,2020,"4,068",0
16766,PROD_10,SLSMAN_126,12,2019,0,91
3449,PROD_59,SLSMAN_24,12,2019,0,2
22420,PROD_68,SLSMAN_171,10,2019,0,0
11554,PROD_37,SLSMAN_90,12,2019,36,27
7460,PROD_11,SLSMAN_53,11,2019,108,131
11891,PROD_80,SLSMAN_92,10,2019,"1,800","1,801"
1470,PROD_23,SLSMAN_10,12,2019,252,254
2152,PROD_54,SLSMAN_14,12,2019,12,0
14380,PROD_59,SLSMAN_108,11,2019,210,264
18893,PROD_11,SLSMAN_142,10,2019,252,220
17194,PROD_48,SLSMAN_128,10,2019,24,0
1822,PROD_39,SLSMAN_12,11,2019,396,400
25925,PROD_23,SLSMAN_198,11,2019,36,13
25254,PROD_45,SLSMAN_193,10,2019,48,0
4566,PROD_35,SLSMAN_33,11,2019,"1,536","6,312"
18964,PROD_36,SLSMAN_142,10,2019,24,11
12081,PROD_16,SLSMAN_94,11,2019,468,"1,972"
16937,PROD_14,SLSMAN_127,11,2019,"20,196","18,693"
8906,PROD_15,SLSMAN_66,10,2019,"5,208","6,325"
14178,PROD_33,SLSMAN_107,1,2020,612,0
24986,PROD_81,SLSMAN_191,10,2019,0,1
1343,PROD_38,SLSMAN_9,11,2019,144,121
18338,PROD_19,SLSMAN_138,10,2019,"16,128","16,833"
20744,PROD_76,SLSMAN_159,11,2019,0,0
17041,PROD_58,SLSMAN_127,1,2020,"16,632",0
24859,PROD_14,SLSMAN_191,10,2019,"14,112","22,779"
11177,PROD_62,SLSMAN_87,10,2019,"12,348","6,016"
24923,PROD_36,SLSMAN_191,11,2019,24,18
22041,PROD_31,SLSMAN_169,1,2020,"5,600",0
14759,PROD_15,SLSMAN_111,1,2020,"3,012",0
24899,PROD_27,SLSMAN_191,10,2019,180,327
15668,PROD_45,SLSMAN_117,12,2019,"2,880",816
22200,PROD_33,SLSMAN_170,11,2019,252,72
11091,PROD_19,SLSMAN_87,1,2020,"48,888",0
26372,PROD_14,SLSMAN_205,11,2019,0,"1,097"
15904,PROD_62,SLSMAN_119,10,2019,"3,948","2,636"
26878,PROD_8,SLSMAN_210,10,2019,0,24
15188,PROD_80,SLSMAN_113,1,2020,648,0
20928,PROD_14,SLSMAN_161,11,2019,"17,460","19,583"
14685,PROD_48,SLSMAN_110,10,2019,0,4
14768,PROD_18,SLSMAN_111,10,2019,864,968
15015,PROD_56,SLSMAN_112,12,2019,684,380
27111,PROD_28,SLSMAN_211,11,2019,12,21
6162,PROD_26,SLSMAN_44,12,2019,744,644
25347,PROD_20,SLSMAN_194,11,2019,"1,752","1,790"
16640,PROD_20,SLSMAN_125,12,2019,192,97
24259,PROD_82,SLSMAN_185,11,2019,0,"2,099"
25520,PROD_31,SLSMAN_195,11,2019,"4,400","18,150"
6913,PROD_10,SLSMAN_49,10,2019,0,230
16469,PROD_17,SLSMAN_124,10,2019,"49,968","43,876"
28068,PROD_26,SLSMAN_218,12,2019,0,"2,385"
1245,PROD_4,SLSMAN_9,10,2019,40,0
10080,PROD_26,SLSMAN_80,10,2019,120,76
18137,PROD_15,SLSMAN_136,1,2020,"6,492",0
19854,PROD_56,SLSMAN_150,10,2019,72,37
27626,PROD_81,SLSMAN_214,11,2019,0,277
1488,PROD_33,SLSMAN_10,10,2019,"12,492","12,427"
22104,PROD_61,SLSMAN_169,11,2019,"6,090","4,380"
4380,PROD_23,SLSMAN_32,11,2019,72,61
1681,PROD_50,SLSMAN_11,11,2019,"34,128","23,873"
3451,PROD_62,SLSMAN_24,11,2019,0,141
3407,PROD_84,SLSMAN_23,12,2019,0,113
4752,PROD_51,SLSMAN_34,12,2019,0,412
24453,PROD_16,SLSMAN_187,12,2019,0,144
15948,PROD_38,SLSMAN_120,11,2019,0,5
27824,PROD_27,SLSMAN_216,11,2019,72,87
20157,PROD_35,SLSMAN_154,11,2019,"2,688","2,948"
24427,PROD_80,SLSMAN_186,12,2019,648,447
19088,PROD_25,SLSMAN_143,1,2020,360,0
284,PROD_74,SLSMAN_2,10,2019,0,0
22986,PROD_32,SLSMAN_176,12,2019,336,103
12076,PROD_15,SLSMAN_94,10,2019,696,751
24591,PROD_70,SLSMAN_188,10,2019,0,18
21614,PROD_51,SLSMAN_165,12,2019,"4,176","3,218"
27121,PROD_35,SLSMAN_211,1,2020,"26,880",0
25754,PROD_13,SLSMAN_197,12,2019,288,186
16439,PROD_5,SLSMAN_124,1,2020,80,0
14794,PROD_31,SLSMAN_111,1,2020,400,0
23896,PROD_45,SLSMAN_183,12,2019,"1,344",639
9742,PROD_22,SLSMAN_75,1,2020,"1,200",0
28038,PROD_74,SLSMAN_217,11,2019,0,0
11112,PROD_27,SLSMAN_87,10,2019,504,700
6751,PROD_11,SLSMAN_48,1,2020,"1,044",0
28102,PROD_45,SLSMAN_219,12,2019,0,144
97,PROD_42,SLSMAN_1,1,2020,288,0
11227,PROD_16,SLSMAN_88,12,2019,"3,204","3,965"
4038,PROD_84,SLSMAN_29,12,2019,0,32
20374,PROD_50,SLSMAN_156,12,2019,"57,024","54,406"
8034,PROD_58,SLSMAN_57,12,2019,"1,176","1,159"
3774,PROD_45,SLSMAN_27,1,2020,432,0
27140,PROD_39,SLSMAN_211,12,2019,"1,044",373
19277,PROD_38,SLSMAN_144,1,2020,144,0
12943,PROD_61,SLSMAN_99,10,2019,"8,106","4,966"
16739,PROD_73,SLSMAN_125,12,2019,0,1
2550,PROD_25,SLSMAN_17,12,2019,540,536
22100,PROD_59,SLSMAN_169,10,2019,756,639
9891,PROD_11,SLSMAN_79,11,2019,0,16
16331,PROD_22,SLSMAN_123,10,2019,"19,200",0
26024,PROD_26,SLSMAN_199,12,2019,0,"2,395"
7408,PROD_57,SLSMAN_52,12,2019,0,13
26729,PROD_15,SLSMAN_209,11,2019,"2,760","2,192"
5955,PROD_14,SLSMAN_43,12,2019,"23,112","25,759"
28242,PROD_70,SLSMAN_223,11,2019,0,74
2042,PROD_83,SLSMAN_13,1,2020,"1,722",0
1777,PROD_22,SLSMAN_12,10,2019,"6,400","1,330"
599,PROD_85,SLSMAN_4,12,2019,0,31
946,PROD_15,SLSMAN_7,12,2019,"3,012","3,271"
13002,PROD_18,SLSMAN_100,11,2019,"1,860",523
19163,PROD_59,SLSMAN_143,12,2019,"1,470",508
12444,PROD_45,SLSMAN_96,11,2019,"2,352","1,427"
27927,PROD_16,SLSMAN_217,1,2020,540,0
7472,PROD_15,SLSMAN_53,11,2019,"1,596","1,681"
5267,PROD_35,SLSMAN_38,12,2019,"1,728","1,734"
9647,PROD_36,SLSMAN_74,11,2019,0,30
2936,PROD_42,SLSMAN_19,10,2019,252,203
14568,PROD_81,SLSMAN_109,12,2019,216,136
26020,PROD_7,SLSMAN_199,1,2020,"2,800",0
11757,PROD_10,SLSMAN_92,12,2019,0,76
21557,PROD_25,SLSMAN_165,1,2020,216,0
12905,PROD_42,SLSMAN_99,10,2019,72,77
16179,PROD_22,SLSMAN_122,12,2019,"10,400","10,520"
24536,PROD_19,SLSMAN_188,11,2019,0,288
5726,PROD_37,SLSMAN_41,12,2019,108,79
17852,PROD_62,SLSMAN_132,10,2019,"4,998","3,318"
9267,PROD_15,SLSMAN_70,12,2019,"3,264","3,336"
7613,PROD_10,SLSMAN_54,11,2019,0,45
15301,PROD_43,SLSMAN_114,1,2020,"7,560",0
8192,PROD_47,SLSMAN_58,1,2020,"3,312",0
10687,PROD_36,SLSMAN_84,10,2019,24,14
22822,PROD_35,SLSMAN_174,11,2019,"5,568","7,275"
26565,PROD_13,SLSMAN_208,11,2019,"1,764","1,681"
20853,PROD_45,SLSMAN_160,1,2020,960,0
12392,PROD_25,SLSMAN_96,1,2020,432,0
8347,PROD_27,SLSMAN_60,10,2019,108,118
7028,PROD_50,SLSMAN_49,1,2020,"43,488",0
22227,PROD_43,SLSMAN_170,12,2019,"6,084","7,590"
16320,PROD_18,SLSMAN_123,11,2019,"2,688","1,270"
8620,PROD_58,SLSMAN_62,10,2019,"12,768","14,092"
17047,PROD_59,SLSMAN_127,11,2019,"1,092",857
7572,PROD_58,SLSMAN_53,11,2019,"1,848","1,922"
22810,PROD_31,SLSMAN_174,10,2019,0,800
18809,PROD_14,SLSMAN_141,12,2019,288,641
24532,PROD_17,SLSMAN_188,11,2019,0,"1,308"
15630,PROD_31,SLSMAN_117,12,2019,800,160
11951,PROD_23,SLSMAN_93,12,2019,108,145
16952,PROD_18,SLSMAN_127,10,2019,636,704
281,PROD_62,SLSMAN_2,10,2019,"3,234","1,681"
15067,PROD_14,SLSMAN_113,11,2019,"28,044","29,267"
9334,PROD_37,SLSMAN_70,11,2019,180,140
10591,PROD_74,SLSMAN_83,10,2019,0,"2,450"
412,PROD_50,SLSMAN_3,12,2019,"65,568","53,103"
24494,PROD_50,SLSMAN_187,10,2019,0,"4,592"
19286,PROD_42,SLSMAN_144,10,2019,144,103
5011,PROD_50,SLSMAN_36,10,2019,"44,736","34,160"
21061,PROD_81,SLSMAN_161,12,2019,0,98
7515,PROD_32,SLSMAN_53,12,2019,756,455
25363,PROD_26,SLSMAN_194,11,2019,744,347
25926,PROD_23,SLSMAN_198,12,2019,36,14
12545,PROD_25,SLSMAN_97,11,2019,216,204
28005,PROD_47,SLSMAN_217,12,2019,"1,488","1,781"
20834,PROD_36,SLSMAN_160,12,2019,24,8
28009,PROD_50,SLSMAN_217,12,2019,"27,216","23,484"
9985,PROD_51,SLSMAN_79,1,2020,"2,352",0
24847,PROD_10,SLSMAN_191,10,2019,0,118
21400,PROD_17,SLSMAN_164,11,2019,"22,536","6,614"
27450,PROD_51,SLSMAN_213,11,2019,0,162
2517,PROD_13,SLSMAN_17,12,2019,"10,152","9,155"
